 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,118,118,118,23.319,8.529,2
2,0.000,87,87,87,10.892,33.420,2
3,0.000,82,82,82,37.101,47.722,2
4,0.000,255,255,255,23.919,37.949,3
5,0.000,255,255,255,21.208,26.924,3
6,0.000,255,255,255,33.426,20.571,4
7,0.000,212,212,212,31.542,20.503,4
8,0.000,219,219,219,17.021,16.930,4
9,0.000,213,213,213,14.565,20.923,4
10,0.000,255,255,255,36.979,19.850,3
11,0.000,220,220,220,17.378,42.119,3
